Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,,,User_Score,User_Count
Atari Flashback Classics: Volume 1,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,tbd,
The Sims: Complete Collection,PC,2005,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,,,,
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,2008,Misc,Benesse,0,0,0.02,0,0.02,,,,
SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02,,,6.5,4
Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Guess the Logos,XB,2004,Puzzle,Sega,0.02,0,0,0,0.02,,,,
Ore no Yome: Anata Dake no Hanayome,X360,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Resident Evil Zero,PC,2016,Action,Capcom,0.01,0.01,0,0,0.02,,,,
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,SAT,1996,Misc,Sonnet,0,0,0.02,0,0.02,,,,
Final Approach 2: 1st Priority,PS2,2008,Adventure,Princess Soft,0,0,0.02,0,0.02,,,,
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0,0.02,0,0,0.02,,,,
Homeworld,PC,1998,Strategy,Vivendi Games,0,0.02,0,0,0.02,,,9,326
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,0.02,0,0,0,0.02,,,7.5,10
Sniper Elite V2,WiiU,2013,Shooter,505 Games,0,0.02,0,0,0.02,,,5.8,30
Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Detective Jinguuji Saburo: Ronde Revenge,3DS,2012,Action,Arc System Works,0,0,0.02,0,0.02,,,,
Casper: Spirit Dimensions,GC,2002,Platform,TDK Mediactive,0.02,0,0,0,0.02,,,tbd,
Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0,0,0.02,0,0.02,,,,
Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,0,0,0.02,0,0.02,,,,
Paragon,PS4,2016,Action,Epic Games,0.02,0,0,0,0.02,,,6.1,96
Order of War,PC,2009,Strategy,Square Enix,0,0.01,0,0,0.02,,,7.3,73
The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0,0,0,0.02,,,5.3,6
Butt-Ugly Martians: Zoom or Doom!,PS2,2002,Racing,Vivendi Games,0.01,0.01,0,0,0.02,,,,
Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0,0.02,0,0,0.02,,,,
Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02,,,,
Robotics;Notes,X360,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,
Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0,0.02,0,0,0.02,,,7.7,9
Sacred Gold,PC,2005,Role-Playing,Encore,0,0.02,0,0,0.02,,,8.2,25
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02,,,,
T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0,0.02,,,tbd,
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0,0,0,0.02,,,tbd,
Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0,0,0.02,0,0.02,,,,
Super PickUps,PS2,2007,Racing,XS Games,0.01,0.01,0,0,0.02,,,tbd,
Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0,0.02,0,0,0.02,,,,
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0,0.02,0,0,0.02,,,5.8,19
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Atari Flashback Classics: Volume 2,XOne,2016,Misc,Atari,0.02,0,0,0,0.02,,,tbd,
Aquanaut's Holiday,PS,1995,Adventure,Sony Computer Entertainment,0.01,0.01,0,0,0.02,,,,
Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0,0,0,0.02,,,,
Nisenochigiri,PSP,2010,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Sacred 3,PC,2014,Role-Playing,Deep Silver,0,0.02,0,0,0.02,,,1.4,544
Pro Evolution Soccer 2017,PC,2016,Sports,Konami Digital Entertainment,0,0.02,0,0,0.02,,,3.7,137
Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,0.01,0.01,0,0,0.02,,,tbd,
Last Escort,PS2,2006,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002,Action,Takara,0,0,0.02,0,0.02,,,,
SAW,PC,2009,Action,Konami Digital Entertainment,0,0.02,0,0,0.02,,,6,31
World Championship Poker featuring Howard Lederer: All In,Wii,2006,Misc,505 Games,0.02,0,0,0,0.02,,,tbd,
Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0,0,0.02,0,0.02,,,,
Livly Garden,DS,2010,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Nicktoons Collection: Game Boy Advance Video Volume 3,GBA,2005,Misc,N/A,0.01,0.01,0,0,0.02,,,,
The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,7.3,23
Spider-Man 3,PC,2007,Platform,Activision,0.02,0,0,0,0.02,,,7.1,29
Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.02,0,0,0,0.02,,,6.2,5
Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,
Commando: Steel Disaster,DS,2008,Shooter,Lexicon Entertainment,0.02,0,0,0,0.02,,,tbd,
Aria: The Natural ~Tooi Yume no Mirage~,PS2,2006,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0,0.02,0,0,0.02,,,8.9,31
Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0,0.02,0,0,0.02,,,,
Gal Gun,PS3,2012,Shooter,Alchemist,0,0,0.02,0,0.02,,,,
Hakuouki: Yuugi Roku DS,DS,2011,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0,0,0.02,,,,
Toki no Kizuna: Hanayui Tsuzuri,PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Code R,SAT,1998,Adventure,Quintet,0,0,0.02,0,0.02,,,,
The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0,0.02,0,0,0.02,,,,
Disney Sports Football,GBA,2002,Sports,Unknown,0.01,0.01,0,0,0.02,,,tbd,
Chicken Hunter,DS,2007,Shooter,Phoenix Games,0.02,0,0,0,0.02,,,tbd,
Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0,0.02,,,,
Kao Challengers,PSP,2005,Platform,Atari,0.02,0,0,0,0.02,,,tbd,
Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0,0,0.02,0,0.02,,,,
Jake Hunter: Detective Chronicles,DS,2008,Adventure,Aksys Games,0.02,0,0,0,0.02,,,tbd,
Spider-Man: Web of Shadows,PC,2008,Action,Activision,0,0.02,0,0,0.02,,,7.8,57
Demolition Company: Gold Edition,PC,2011,Simulation,N/A,0,0.02,0,0,0.02,,,tbd,
Onechanbara Special,PSP,2011,Action,D3Publisher,0,0,0.02,0,0.02,,,,
Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0,0.02,,,6.8,4
Jewel Master: Cradle Of Rome 2,DS,2011,Puzzle,Rising Star Games,0,0.02,0,0,0.02,,,tbd,
Daikaijuu Battle: Ultra Coliseum,Wii,2008,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,Dorart,0,0,0.02,0,0.02,,,,
Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0,0,0,0.02,,,tbd,
Prehistorik Man,GBA,2001,Platform,THQ,0.01,0.01,0,0,0.02,,,tbd,
Winter Sports 2011,X360,2011,Sports,DTP Entertainment,0,0.02,0,0,0.02,,,,
F1 2002,GBA,2002,Racing,"Destination Software, Inc",0.01,0.01,0,0,0.02,,,tbd,
Chicago Enforcer,XB,2005,Shooter,Kemco,0.02,0,0,0,0.02,,,2.8,4
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02,,,,
The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0,0.02,0,0,0.02,,,8.2,99
Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0,0,0,0.02,,,tbd,
Jinguuji Saburou DS: Akai Chou,DS,2010,Adventure,Arc System Works,0,0,0.02,0,0.02,,,,
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,0.02,,,7.1,12
Stormrise,PC,2009,Strategy,Sega,0,0.02,0,0,0.02,,,4.9,22
Dance Dance Revolution Extra Mix,PS,2001,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
UnchainBlades EXXiV,PSP,2012,Role-Playing,FuRyu,0,0,0.02,0,0.02,,,,
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,2008,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0,0,0.02,0,0.02,,,,
Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0,0.02,,,,
Rat Attack!,N64,2000,Puzzle,Mindscape,0.02,0,0,0,0.02,,,,
Kawaii Koinu DS 3,DS,2010,Simulation,MTO,0,0,0.02,0,0.02,,,,
Hoppie,DS,2011,Platform,Jack of All Games,0.02,0,0,0,0.02,,,tbd,
Chuugen no Hasha: Sangoku Shouseiden,PSP,2006,Strategy,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Resident Evil 4 HD,XOne,2016,Shooter,Capcom,0.02,0,0,0,0.02,,,,
Largo Winch .// Commando Sar,PS,2002,Adventure,Ubisoft,0.01,0.01,0,0,0.02,,,,
Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0,0,0.02,0,0.02,,,,
Cross Treasures,DS,2009,Role-Playing,Square Enix,0,0,0.02,0,0.02,,,,
Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,,,8.1,284
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0.01,0,0,0.02,,,7,7
Fast & Furious: Showdown,PS3,2013,Action,Activision,0,0.02,0,0,0.02,,,,
Princess Isabella: A Witch's Curse,Wii,2010,Adventure,Destineer,0.02,0,0,0,0.02,,,tbd,
Casper's Scare School: Spooky Sports Day,Wii,2009,Sports,Blast! Entertainment Ltd,0.02,0,0,0,0.02,,,tbd,
War Leaders: Clash of Nations,PC,2009,Strategy,CDV Software Entertainment,0,0.02,0,0,0.02,,,6.4,8
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0,0.02,,,,
Silent Bomber,PS,1999,Action,Virgin Interactive,0.01,0.01,0,0,0.02,,,,
Samurai & Dragons,PSV,2012,Action,Sega,0,0,0.02,0,0.02,,,,
Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,
PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0,0.02,0,0,0.02,,,,
TalkMan,PSP,2006,Misc,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,
RollerCoaster Tycoon World,PC,2016,Simulation,Atari,0,0.02,0,0,0.02,,,2.4,31
Oil Rush,PC,2012,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,,,6.5,55
XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,0.02,,,6.8,5
Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02,,,5.8,12
Darksiders: Warmastered Edition,PS4,2016,Action,Nordic Games,0.02,0,0,0,0.02,,,8.5,15
Uta no * Prince-Sama,PSP,2010,Adventure,Broccoli,0,0,0.02,0,0.02,,,,
Agatha Christie: The ABC Murders,PC,2016,Adventure,Microids,0,0.02,0,0,0.02,,,8.5,144
Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2012,Role-Playing,Starfish,0,0,0.02,0,0.02,,,,
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006,Misc,Sega,0,0,0.02,0,0.02,,,,
Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Mushishi: Amefuru Sato,DS,2008,Simulation,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Timmy Time,DS,2011,Action,Avanquest,0,0.02,0,0,0.02,,,,
Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0,0,0.02,0,0.02,,,,
Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0,0.02,0,0,0.02,,,5.4,52
The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,,
Airport Simulator,PC,2011,Simulation,Unknown,0,0.02,0,0,0.02,,,,
Motocross Mania 3,XB,2005,Racing,Take-Two Interactive,0.01,0,0,0,0.02,,,3.6,7
Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02,,,,
ESPN MLS ExtraTime 2002,GC,2002,Sports,Konami Digital Entertainment,0.02,0,0,0,0.02,,,tbd,
Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0,0,0.02,0,0.02,,,,
Vitamin R,PSP,2013,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,,
Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.02,0,0.02,,,5.8,18
Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.02,0,0,0,0.02,,,4.6,17
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0.02,0,0,0.02,,,6.3,374
Gakuen K: Wonderful School Days,PSP,2014,Adventure,Idea Factory,0,0,0.02,0,0.02,,,,
Dragon Ball Z: Buu's Fury / Dragon Ball GT: Transformation,GBA,2006,Action,Atari,0.01,0.01,0,0,0.02,,,,
Guitar Freaks V2 & DrumMania V2,PS2,2006,Simulation,Konami Digital Entertainment,0,0,0.02,0,0.02,,,,
Backyard Baseball '09,PS2,2008,Sports,Atari,0.01,0.01,0,0,0.02,,,tbd,
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,0,0,0.02,0,0.02,,,7.4,9
Puzzle City,DS,2009,Puzzle,Destineer,0.02,0,0,0,0.02,,,tbd,
Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0,0.02,0,0,0.02,,,,
CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,0.02,0,0.02,,,,
Zwei!!,PSP,2008,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02,,,,
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,0.01,0.01,0,0,0.02,,,tbd,
Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,
Pump It Up: Exceed,XB,2005,Misc,Mastiff,0.01,0,0,0,0.02,,,7.5,4
Tenkai Knights: Brave Battle,3DS,2014,Action,Namco Bandai Games,0.01,0.01,0,0,0.02,,,2.4,22
TOCA Race Driver 3,PC,2006,Racing,Codemasters,0,0.02,0,0,0.02,,,7.8,53
Malice,PS2,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,,,tbd,
Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0,0.02,,,,
Defendin' De Penguin,DS,2008,Strategy,Zushi Games,0.02,0,0,0,0.02,,,,
Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0,0.02,,,,
Kokoro Connect: Yochi Random,PSP,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0,0.02,0,0,0.02,,,tbd,
Warship Gunner 2 Portable,PSP,2009,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,
Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0,0,0.02,0,0.02,,,,
B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0,0,0,0.02,,,tbd,
Spanish for Everyone!,DS,2007,Puzzle,Activision,0.02,0,0,0,0.02,,,,
Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02,,,7.9,25
Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0,0,0,0.02,,,tbd,
Runaway: A Twist of Fate,DS,N/A,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,,,,
Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2006,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0,0.02,0,0,0.02,,,,
Drakensang: The Dark Eye,PC,2009,Role-Playing,Eidos Interactive,0.02,0,0,0,0.02,,,,
WRC 2: FIA World Rally Championship,PC,2011,Racing,Ubisoft,0,0.02,0,0,0.02,,,,
Car Battler Joe,GBA,2001,Role-Playing,Victor Interactive,0.01,0.01,0,0,0.02,,,tbd,
StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0,0,0.02,0,0.02,,,,
Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,,,8.8,4
Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0,0,0.02,0,0.02,,,,
Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0,0,0,0.02,,,tbd,
Coded Soul: Uke Keigareshi Idea,PSP,2008,Role-Playing,Sony Computer Entertainment,0,0,0.02,0,0.02,,,,
AIR,PSP,2007,Adventure,Prototype,0,0,0.02,0,0.02,,,,
Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02,,,,
Otoko Yukaku,PSV,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,
Mount & Blade Collection,PC,2012,Role-Playing,Paradox Interactive,0,0.02,0,0,0.02,,,,
Ridge Racer Unbounded,PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,,,6,83
Mortal Kombat,PC,1994,Fighting,Acclaim Entertainment,0.02,0,0,0,0.02,,,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Virtua Pro Football,PS2,2006,Sports,Sega,0,0,0.02,0,0.02,,,,
Date-A-Live Twin Edition: Rio Reincarnation,PSV,2015,Action,Compile Heart,0,0,0.02,0,0.02,,,,
Adidas Power Soccer 98,PS,1998,Sports,Psygnosis,0.01,0.01,0,0,0.02,,,,
Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0,0,0.02,0,0.02,,,,
Yu-Gi-Oh! 5D's Wheelie Breakers (JP sales),Wii,N/A,Racing,Unknown,0,0,0.02,0,0.02,,,,
Heroes VS,PSP,2013,Fighting,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Mini Ninjas,PC,2009,Action,Eidos Interactive,0,0.02,0,0,0.02,,,8.3,78
Sotsugyou II: Neo Generation Special,3DO,1995,Simulation,Imageworks,0,0,0.02,0,0.02,,,,
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0,0,0.02,0,0.02,,,,
Kazoku Keikaku,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02,,,,
Resident Evil 5 HD,XOne,2016,Action,Capcom,0.02,0,0,0,0.02,,,,
Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0,0,0,0.02,,,,
Jelly Belly: Ballistic Beans,Wii,2009,Puzzle,Zoo Digital Publishing,0.02,0,0,0,0.02,,,tbd,
Army Rescue,Wii,2009,Shooter,UFO Interactive,0.02,0,0,0,0.02,,,tbd,
Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0,0,0,0.02,,,6.8,29
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2009,Shooter,Activision,0.02,0,0,0,0.02,,,,
UFO: Trilogy,PC,2007,Strategy,Unknown,0,0.02,0,0,0.02,,,,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,2015,Adventure,Prototype,0,0,0.02,0,0.02,,,,
Dark Tales: Edgar Allan Poe's The Premature Burial,PC,2012,Puzzle,Focus Multimedia,0,0.02,0,0,0.02,,,,
Aoishiro,PS2,2008,Adventure,Success,0,0,0.02,0,0.02,,,,
Mount & Blade: Warband,PC,2010,Role-Playing,Paradox Interactive,0.01,0.01,0,0,0.02,,,,
Virtual Kasparov,GBA,2002,Strategy,Titus,0.01,0.01,0,0,0.02,,,tbd,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02,,,tbd,
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,0,0,0.02,0,0.02,,,,
Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,tbd,
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.02,0,0,0.02,,,6.8,4
Speed Kings,GC,2003,Racing,Acclaim Entertainment,0.01,0,0,0,0.02,,,tbd,
Mighty No. 9,XOne,2016,Platform,Deep Silver,0.02,0,0,0,0.02,,,4.2,94
You Don't Know Jack,PC,1995,Misc,Vivendi Games,0.02,0,0,0,0.02,,,,
Crysis: Warhead,PC,2008,Shooter,Electronic Arts,0,0.02,0,0,0.02,,,7.9,516
ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,,,tbd,
Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0,0.02,0,0,0.02,,,,
Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2010,Misc,Karin Entertainment,0,0,0.02,0,0.02,,,,
The Sims 2: Family Fun Stuff,PC,2006,Simulation,Electronic Arts,0,0.01,0,0,0.02,,,4.1,10
Dreamer Series: Horse Trainer,DS,2008,Simulation,DreamCatcher Interactive,0.02,0,0,0,0.02,,,tbd,
Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0,0,0.02,,,8.8,31
Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.02,0,0,0,0.02,,,7.1,38
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0,0,0.02,0,0.02,,,,
Muchi Muchi Pork & Pink Sweets,X360,2011,Shooter,Cave,0,0,0.02,0,0.02,,,,
Trapped Dead,PC,2011,Strategy,Iceberg Interactive,0,0.02,0,0,0.02,,,4.7,57
Meiji Toukyou Renka,PSP,2013,Adventure,Broccoli,0,0,0.02,0,0.02,,,,
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0.01,0,0,0.02,,,8.4,5
Mushihimesama,X360,2012,Action,Cave,0,0,0.02,0,0.02,,,,
Higurashi no Naku Koro ni: Jan,PSP,2009,Misc,AQ Interactive,0,0,0.02,0,0.02,,,,
Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0,0.01,0,0,0.02,,,,
Elvandia Story,PS2,2007,Role-Playing,Spike,0,0,0.02,0,0.02,,,,
Winning Post 8 2016,PS4,2016,Simulation,Tecmo Koei,0,0,0.02,0,0.02,,,,
Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02,,,,
Triggerheart Excelica Enhanced,PS2,2009,Shooter,Alchemist,0,0,0.02,0,0.02,,,,
Vietcong,PC,2003,Shooter,Gathering of Developers,0,0.02,0,0,0.02,,,8.7,76
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0,0.02,,,7.5,11
Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02,,,,
Battle Spirits: Kiseki no Hasha,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0,0,0.02,,,tbd,
The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0,0.02,,,,
The Cheetah Girls,GBA,2006,Misc,Disney Interactive Studios,0.01,0,0,0,0.02,,,tbd,
Charlie's Angels,GC,2003,Action,Ubisoft,0.01,0,0,0,0.02,,,3.3,23
Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0,0,0.02,0,0.02,,,,
Niko Puchi Girls Runway,3DS,2015,Misc,Happinet,0,0,0.02,0,0.02,,,,
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0.01,0,0,0.02,,,5.7,6
The Testament of Sherlock Holmes,X360,2012,Adventure,Focus Home Interactive,0,0.02,0,0,0.02,,,7.6,30
Seitokai no Ichizon: DS-suru Seitokai,DS,2010,Adventure,Kadokawa Shoten,0,0,0.02,0,0.02,,,,
Disney Infinity,PSV,2013,Action,Disney Interactive Studios,0.01,0,0,0,0.02,,,,
Guitar Hero III: Legends of Rock,PC,2007,Misc,Aspyr,0.02,0,0,0,0.02,,,7.2,63
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Action,Konami Digital Entertainment,0.01,0,0,0,0.02,,,,
The Crew: Wild Run,XOne,2015,Action,Ubisoft,0,0.02,0,0,0.02,,,6.6,21
Prism Ark: Awake,PS2,2008,Adventure,5pb,0,0,0.02,0,0.02,,,,
